patient	well_fov	input_subparent_name	mask_subparent_name
SARCO219_T2	E9-4	zstack_images	segmentation_masks
SARCO219_T2	E9-1	zstack_images	segmentation_masks
SARCO219_T2	E2-1	zstack_images	segmentation_masks
SARCO219_T2	E4-1	zstack_images	segmentation_masks
SARCO219_T2	E4-2	zstack_images	segmentation_masks
SARCO219_T2	D10-2	zstack_images	segmentation_masks
SARCO219_T2	D9-3	zstack_images	segmentation_masks
SARCO219_T2	E3-3	zstack_images	segmentation_masks
SARCO219_T2	E10-3	zstack_images	segmentation_masks
SARCO219_T2	G2-4	zstack_images	segmentation_masks
SARCO219_T2	D4-2	zstack_images	segmentation_masks
SARCO219_T2	D8-1	zstack_images	segmentation_masks
SARCO219_T2	F7-1	zstack_images	segmentation_masks
SARCO219_T2	D2-1	zstack_images	segmentation_masks
SARCO219_T2	C9-3	zstack_images	segmentation_masks
SARCO219_T2	D7-4	zstack_images	segmentation_masks
SARCO219_T2	E11-4	zstack_images	segmentation_masks
SARCO219_T2	G9-3	zstack_images	segmentation_masks
SARCO219_T2	D8-4	zstack_images	segmentation_masks
SARCO219_T2	F5-3	zstack_images	segmentation_masks
SARCO219_T2	C11-2	zstack_images	segmentation_masks
SARCO219_T2	D5-3	zstack_images	segmentation_masks
SARCO219_T2	D11-3	zstack_images	segmentation_masks
SARCO219_T2	C2-3	zstack_images	segmentation_masks
SARCO219_T2	C8-4	zstack_images	segmentation_masks
SARCO361_T1	C11-4	zstack_images	segmentation_masks
SARCO361_T1	D11-5	zstack_images	segmentation_masks
SARCO361_T1	G2-5	zstack_images	segmentation_masks
SARCO361_T1	C6-6	zstack_images	segmentation_masks
SARCO361_T1	E5-2	zstack_images	segmentation_masks
SARCO361_T1	D5-2	zstack_images	segmentation_masks
SARCO361_T1	G6-1	zstack_images	segmentation_masks
SARCO361_T1	F5-7	zstack_images	segmentation_masks
SARCO361_T1	C6-7	zstack_images	segmentation_masks
SARCO361_T1	C10-7	zstack_images	segmentation_masks
SARCO361_T1	D2-5	zstack_images	segmentation_masks
SARCO361_T1	G6-6	zstack_images	segmentation_masks
SARCO361_T1	G8-1	zstack_images	segmentation_masks
SARCO361_T1	E3-6	zstack_images	segmentation_masks
SARCO361_T1	F5-4	zstack_images	segmentation_masks
SARCO361_T1	D9-6	zstack_images	segmentation_masks
SARCO361_T1	D10-5	zstack_images	segmentation_masks
SARCO361_T1	C10-4	zstack_images	segmentation_masks
SARCO361_T1	F2-7	zstack_images	segmentation_masks
SARCO361_T1	C9-2	zstack_images	segmentation_masks
SARCO361_T1	E2-7	zstack_images	segmentation_masks
SARCO361_T1	D3-4	zstack_images	segmentation_masks
SARCO361_T1	G2-3	zstack_images	segmentation_masks
SARCO361_T1	C6-5	zstack_images	segmentation_masks
SARCO361_T1	G5-6	zstack_images	segmentation_masks
SARCO361_T1	C4-7	zstack_images	segmentation_masks
SARCO361_T1	E8-6	zstack_images	segmentation_masks
SARCO361_T1	F4-2	zstack_images	segmentation_masks
SARCO361_T1	C9-6	zstack_images	segmentation_masks
SARCO361_T1	D9-1	zstack_images	segmentation_masks
SARCO361_T1	E2-2	zstack_images	segmentation_masks
SARCO361_T1	G4-4	zstack_images	segmentation_masks
SARCO361_T1	E2-3	zstack_images	segmentation_masks
SARCO361_T1	C5-2	zstack_images	segmentation_masks
SARCO361_T1	C8-6	zstack_images	segmentation_masks
SARCO361_T1	C11-3	zstack_images	segmentation_masks
SARCO361_T1	D6-7	zstack_images	segmentation_masks
SARCO361_T1	D3-3	zstack_images	segmentation_masks
SARCO361_T1	F4-6	zstack_images	segmentation_masks
SARCO361_T1	E10-2	zstack_images	segmentation_masks
SARCO361_T1	C6-1	zstack_images	segmentation_masks
SARCO361_T1	E6-3	zstack_images	segmentation_masks
SARCO361_T1	G11-3	zstack_images	segmentation_masks
SARCO361_T1	D3-1	zstack_images	segmentation_masks
SARCO361_T1	F10-3	zstack_images	segmentation_masks
SARCO361_T1	G9-1	zstack_images	segmentation_masks
SARCO361_T1	F11-2	zstack_images	segmentation_masks
SARCO361_T1	C3-2	zstack_images	segmentation_masks
SARCO361_T1	C4-3	zstack_images	segmentation_masks
SARCO361_T1	E3-1	zstack_images	segmentation_masks
SARCO361_T1	G6-7	zstack_images	segmentation_masks
SARCO361_T1	G2-6	zstack_images	segmentation_masks
SARCO361_T1	E9-3	zstack_images	segmentation_masks
SARCO361_T1	G8-5	zstack_images	segmentation_masks
SARCO361_T1	D2-2	zstack_images	segmentation_masks
SARCO361_T1	G3-7	zstack_images	segmentation_masks
SARCO361_T1	G6-2	zstack_images	segmentation_masks
SARCO361_T1	C7-6	zstack_images	segmentation_masks
SARCO361_T1	G11-2	zstack_images	segmentation_masks
SARCO361_T1	E6-2	zstack_images	segmentation_masks
SARCO361_T1	F2-1	zstack_images	segmentation_masks
SARCO361_T1	G8-6	zstack_images	segmentation_masks
SARCO361_T1	F3-2	zstack_images	segmentation_masks
SARCO361_T1	C3-7	zstack_images	segmentation_masks
SARCO361_T1	D6-1	zstack_images	segmentation_masks
SARCO361_T1	G7-7	zstack_images	segmentation_masks
SARCO361_T1	C3-5	zstack_images	segmentation_masks
SARCO361_T1	F11-6	zstack_images	segmentation_masks
SARCO361_T1	C6-2	zstack_images	segmentation_masks
SARCO361_T1	E7-6	zstack_images	segmentation_masks
SARCO361_T1	E2-4	zstack_images	segmentation_masks
SARCO361_T1	C8-3	zstack_images	segmentation_masks
SARCO361_T1	C5-5	zstack_images	segmentation_masks
SARCO361_T1	F7-3	zstack_images	segmentation_masks
SARCO361_T1	F9-2	zstack_images	segmentation_masks
SARCO361_T1	G7-3	zstack_images	segmentation_masks
SARCO361_T1	C4-4	zstack_images	segmentation_masks
SARCO361_T1	F3-1	zstack_images	segmentation_masks
SARCO361_T1	D3-7	zstack_images	segmentation_masks
SARCO361_T1	G11-7	zstack_images	segmentation_masks
SARCO361_T1	E11-1	zstack_images	segmentation_masks
SARCO361_T1	D3-6	zstack_images	segmentation_masks
SARCO361_T1	D7-7	zstack_images	segmentation_masks
SARCO361_T1	G3-4	zstack_images	segmentation_masks
SARCO361_T1	E7-7	zstack_images	segmentation_masks
SARCO361_T1	C2-6	zstack_images	segmentation_masks
SARCO361_T1	E11-6	zstack_images	segmentation_masks
SARCO361_T1	D6-6	zstack_images	segmentation_masks
SARCO361_T1	F4-1	zstack_images	segmentation_masks
SARCO361_T1	F3-7	zstack_images	segmentation_masks
SARCO361_T1	E4-3	zstack_images	segmentation_masks
SARCO361_T1	E7-4	zstack_images	segmentation_masks
SARCO361_T1	C7-5	zstack_images	segmentation_masks
SARCO361_T1	F11-7	zstack_images	segmentation_masks
SARCO361_T1	F2-5	zstack_images	segmentation_masks
SARCO361_T1	D7-1	zstack_images	segmentation_masks
SARCO361_T1	F6-5	zstack_images	segmentation_masks
SARCO361_T1	F10-2	zstack_images	segmentation_masks
SARCO361_T1	D6-2	zstack_images	segmentation_masks
SARCO361_T1	G8-4	zstack_images	segmentation_masks
SARCO361_T1	C3-1	zstack_images	segmentation_masks
SARCO361_T1	F6-7	zstack_images	segmentation_masks
SARCO361_T1	G10-3	zstack_images	segmentation_masks
SARCO361_T1	F4-4	zstack_images	segmentation_masks
SARCO361_T1	D5-7	zstack_images	segmentation_masks
SARCO361_T1	F8-6	zstack_images	segmentation_masks
SARCO361_T1	G5-7	zstack_images	segmentation_masks
SARCO361_T1	C2-1	zstack_images	segmentation_masks
SARCO361_T1	D2-6	zstack_images	segmentation_masks
SARCO361_T1	C5-3	zstack_images	segmentation_masks
SARCO361_T1	C3-3	zstack_images	segmentation_masks
SARCO361_T1	E4-6	zstack_images	segmentation_masks
SARCO361_T1	G5-3	zstack_images	segmentation_masks
SARCO361_T1	E7-3	zstack_images	segmentation_masks
SARCO361_T1	C2-2	zstack_images	segmentation_masks
SARCO361_T1	G2-2	zstack_images	segmentation_masks
SARCO361_T1	E2-6	zstack_images	segmentation_masks
SARCO361_T1	G6-4	zstack_images	segmentation_masks
SARCO361_T1	D8-3	zstack_images	segmentation_masks
SARCO361_T1	F8-4	zstack_images	segmentation_masks
SARCO361_T1	E5-7	zstack_images	segmentation_masks
SARCO361_T1	C7-3	zstack_images	segmentation_masks
SARCO361_T1	E4-7	zstack_images	segmentation_masks
SARCO361_T1	E8-2	zstack_images	segmentation_masks
SARCO361_T1	D7-2	zstack_images	segmentation_masks
SARCO361_T1	F7-7	zstack_images	segmentation_masks
SARCO361_T1	E3-7	zstack_images	segmentation_masks
SARCO361_T1	D4-3	zstack_images	segmentation_masks
SARCO361_T1	C11-7	zstack_images	segmentation_masks
SARCO361_T1	G8-2	zstack_images	segmentation_masks
SARCO361_T1	C5-6	zstack_images	segmentation_masks
SARCO361_T1	C11-5	zstack_images	segmentation_masks
SARCO361_T1	G3-3	zstack_images	segmentation_masks
SARCO361_T1	F2-6	zstack_images	segmentation_masks
SARCO361_T1	G9-6	zstack_images	segmentation_masks
SARCO361_T1	E6-5	zstack_images	segmentation_masks
SARCO361_T1	F2-2	zstack_images	segmentation_masks
SARCO361_T1	F8-1	zstack_images	segmentation_masks
SARCO361_T1	F9-3	zstack_images	segmentation_masks
SARCO361_T1	G4-6	zstack_images	segmentation_masks
SARCO361_T1	G6-3	zstack_images	segmentation_masks
SARCO361_T1	F6-3	zstack_images	segmentation_masks
SARCO361_T1	G4-2	zstack_images	segmentation_masks
SARCO361_T1	D10-4	zstack_images	segmentation_masks
SARCO361_T1	E10-5	zstack_images	segmentation_masks
SARCO361_T1	E2-5	zstack_images	segmentation_masks
SARCO361_T1	G7-2	zstack_images	segmentation_masks
SARCO361_T1	C9-5	zstack_images	segmentation_masks
SARCO361_T1	C10-6	zstack_images	segmentation_masks
SARCO361_T1	G3-6	zstack_images	segmentation_masks
SARCO361_T1	C10-5	zstack_images	segmentation_masks
SARCO361_T1	D10-7	zstack_images	segmentation_masks
SARCO361_T1	F5-2	zstack_images	segmentation_masks
SARCO361_T1	G8-3	zstack_images	segmentation_masks
SARCO361_T1	E6-6	zstack_images	segmentation_masks
SARCO361_T1	F11-1	zstack_images	segmentation_masks
SARCO361_T1	G10-7	zstack_images	segmentation_masks
SARCO361_T1	F10-6	zstack_images	segmentation_masks
SARCO361_T1	G4-1	zstack_images	segmentation_masks
SARCO361_T1	F7-4	zstack_images	segmentation_masks
SARCO361_T1	D8-7	zstack_images	segmentation_masks
SARCO361_T1	D5-6	zstack_images	segmentation_masks
SARCO361_T1	D9-4	zstack_images	segmentation_masks
SARCO361_T1	F2-4	zstack_images	segmentation_masks
SARCO361_T1	E8-1	zstack_images	segmentation_masks
SARCO361_T1	F11-4	zstack_images	segmentation_masks
SARCO361_T1	G11-5	zstack_images	segmentation_masks
SARCO361_T1	G9-4	zstack_images	segmentation_masks
SARCO361_T1	D3-2	zstack_images	segmentation_masks
SARCO361_T1	D6-4	zstack_images	segmentation_masks
SARCO361_T1	D8-5	zstack_images	segmentation_masks
SARCO361_T1	E4-4	zstack_images	segmentation_masks
SARCO361_T1	D11-2	zstack_images	segmentation_masks
SARCO361_T1	E6-7	zstack_images	segmentation_masks
SARCO361_T1	G9-5	zstack_images	segmentation_masks
SARCO361_T1	E11-3	zstack_images	segmentation_masks
SARCO361_T1	D5-1	zstack_images	segmentation_masks
SARCO361_T1	C3-6	zstack_images	segmentation_masks
SARCO361_T1	D2-7	zstack_images	segmentation_masks
SARCO361_T1	D4-6	zstack_images	segmentation_masks
SARCO361_T1	F8-7	zstack_images	segmentation_masks
SARCO361_T1	F10-1	zstack_images	segmentation_masks
SARCO361_T1	F9-4	zstack_images	segmentation_masks
SARCO361_T1	E8-7	zstack_images	segmentation_masks
SARCO361_T1	E5-6	zstack_images	segmentation_masks
SARCO361_T1	C9-7	zstack_images	segmentation_masks
SARCO361_T1	E4-5	zstack_images	segmentation_masks
SARCO361_T1	G3-2	zstack_images	segmentation_masks
SARCO361_T1	E8-3	zstack_images	segmentation_masks
SARCO361_T1	F7-5	zstack_images	segmentation_masks
SARCO361_T1	E9-7	zstack_images	segmentation_masks
SARCO361_T1	E3-4	zstack_images	segmentation_masks
SARCO361_T1	G5-4	zstack_images	segmentation_masks
SARCO361_T1	C6-3	zstack_images	segmentation_masks
SARCO361_T1	C9-1	zstack_images	segmentation_masks
SARCO361_T1	D9-2	zstack_images	segmentation_masks
SARCO361_T1	G4-3	zstack_images	segmentation_masks
SARCO361_T1	C4-5	zstack_images	segmentation_masks
SARCO361_T1	D8-6	zstack_images	segmentation_masks
SARCO361_T1	C8-2	zstack_images	segmentation_masks
SARCO361_T1	F9-1	zstack_images	segmentation_masks
SARCO361_T1	D2-4	zstack_images	segmentation_masks
SARCO361_T1	C2-4	zstack_images	segmentation_masks
SARCO361_T1	G9-2	zstack_images	segmentation_masks
SARCO361_T1	E10-6	zstack_images	segmentation_masks
SARCO361_T1	F10-7	zstack_images	segmentation_masks
SARCO361_T1	C5-4	zstack_images	segmentation_masks
SARCO361_T1	G2-1	zstack_images	segmentation_masks
SARCO361_T1	C7-4	zstack_images	segmentation_masks
SARCO361_T1	F9-5	zstack_images	segmentation_masks
SARCO361_T1	F6-2	zstack_images	segmentation_masks
SARCO361_T1	D7-3	zstack_images	segmentation_masks
SARCO361_T1	F10-5	zstack_images	segmentation_masks
SARCO361_T1	E3-5	zstack_images	segmentation_masks
SARCO361_T1	G11-6	zstack_images	segmentation_masks
SARCO361_T1	E10-4	zstack_images	segmentation_masks
SARCO361_T1	D9-5	zstack_images	segmentation_masks
SARCO361_T1	C8-1	zstack_images	segmentation_masks
SARCO361_T1	C10-3	zstack_images	segmentation_masks
SARCO361_T1	D4-7	zstack_images	segmentation_masks
SARCO361_T1	F4-3	zstack_images	segmentation_masks
SARCO361_T1	F5-1	zstack_images	segmentation_masks
SARCO361_T1	F5-6	zstack_images	segmentation_masks
SARCO361_T1	G2-7	zstack_images	segmentation_masks
SARCO361_T1	G7-1	zstack_images	segmentation_masks
SARCO361_T1	D5-5	zstack_images	segmentation_masks
SARCO361_T1	E7-2	zstack_images	segmentation_masks
SARCO361_T1	G5-5	zstack_images	segmentation_masks
SARCO361_T1	C4-1	zstack_images	segmentation_masks
SARCO361_T1	G3-1	zstack_images	segmentation_masks
SARCO361_T1	F3-4	zstack_images	segmentation_masks
SARCO361_T1	D8-2	zstack_images	segmentation_masks
SARCO361_T1	E8-5	zstack_images	segmentation_masks
SARCO361_T1	E11-5	zstack_images	segmentation_masks
SARCO361_T1	F9-7	zstack_images	segmentation_masks
SARCO361_T1	C11-6	zstack_images	segmentation_masks
SARCO361_T1	C6-4	zstack_images	segmentation_masks
SARCO361_T1	D11-7	zstack_images	segmentation_masks
SARCO361_T1	C10-1	zstack_images	segmentation_masks
SARCO361_T1	F10-4	zstack_images	segmentation_masks
SARCO361_T1	D11-1	zstack_images	segmentation_masks
SARCO361_T1	G10-5	zstack_images	segmentation_masks
SARCO361_T1	F9-6	zstack_images	segmentation_masks
SARCO361_T1	E6-4	zstack_images	segmentation_masks
SARCO361_T1	D6-5	zstack_images	segmentation_masks
SARCO361_T1	F3-3	zstack_images	segmentation_masks
SARCO361_T1	C9-4	zstack_images	segmentation_masks
SARCO361_T1	E3-2	zstack_images	segmentation_masks
SARCO361_T1	C3-4	zstack_images	segmentation_masks
SARCO361_T1	G9-7	zstack_images	segmentation_masks
SARCO361_T1	D3-5	zstack_images	segmentation_masks
SARCO361_T1	G11-4	zstack_images	segmentation_masks
SARCO361_T1	E11-2	zstack_images	segmentation_masks
SARCO361_T1	D11-4	zstack_images	segmentation_masks
SARCO361_T1	F11-3	zstack_images	segmentation_masks
SARCO361_T1	E6-1	zstack_images	segmentation_masks
SARCO361_T1	E7-5	zstack_images	segmentation_masks
SARCO361_T1	D10-1	zstack_images	segmentation_masks
SARCO361_T1	D11-6	zstack_images	segmentation_masks
SARCO361_T1	C11-1	zstack_images	segmentation_masks
SARCO361_T1	C7-1	zstack_images	segmentation_masks
SARCO361_T1	F6-1	zstack_images	segmentation_masks
SARCO361_T1	E5-4	zstack_images	segmentation_masks
SARCO361_T1	F7-2	zstack_images	segmentation_masks
SARCO361_T1	E9-6	zstack_images	segmentation_masks
SARCO361_T1	E11-7	zstack_images	segmentation_masks
SARCO361_T1	G8-7	zstack_images	segmentation_masks
SARCO361_T1	E5-1	zstack_images	segmentation_masks
SARCO361_T1	F7-6	zstack_images	segmentation_masks
SARCO361_T1	E5-3	zstack_images	segmentation_masks
SARCO361_T1	G4-5	zstack_images	segmentation_masks
SARCO361_T1	G10-2	zstack_images	segmentation_masks
SARCO361_T1	D9-7	zstack_images	segmentation_masks
SARCO361_T1	G7-4	zstack_images	segmentation_masks
SARCO361_T1	D5-4	zstack_images	segmentation_masks
SARCO361_T1	G10-4	zstack_images	segmentation_masks
SARCO361_T1	D4-4	zstack_images	segmentation_masks
SARCO361_T1	F8-5	zstack_images	segmentation_masks
SARCO361_T1	E9-5	zstack_images	segmentation_masks
SARCO361_T1	C10-2	zstack_images	segmentation_masks
SARCO361_T1	G10-1	zstack_images	segmentation_masks
SARCO361_T1	F3-5	zstack_images	segmentation_masks
SARCO361_T1	D6-3	zstack_images	segmentation_masks
SARCO361_T1	C8-5	zstack_images	segmentation_masks
SARCO361_T1	D7-6	zstack_images	segmentation_masks
SARCO361_T1	D10-3	zstack_images	segmentation_masks
SARCO361_T1	G7-6	zstack_images	segmentation_masks
SARCO361_T1	D4-1	zstack_images	segmentation_masks
SARCO361_T1	C5-1	zstack_images	segmentation_masks
SARCO361_T1	G7-5	zstack_images	segmentation_masks
SARCO361_T1	E8-4	zstack_images	segmentation_masks
SARCO361_T1	G10-6	zstack_images	segmentation_masks
SARCO361_T1	D7-5	zstack_images	segmentation_masks
SARCO361_T1	G5-1	zstack_images	segmentation_masks
SARCO361_T1	C4-2	zstack_images	segmentation_masks
SARCO361_T1	G5-2	zstack_images	segmentation_masks
SARCO361_T1	E7-1	zstack_images	segmentation_masks
SARCO361_T1	F8-2	zstack_images	segmentation_masks
SARCO361_T1	E5-5	zstack_images	segmentation_masks
SARCO361_T1	F2-3	zstack_images	segmentation_masks
SARCO361_T1	C7-2	zstack_images	segmentation_masks
SARCO361_T1	E9-2	zstack_images	segmentation_masks
SARCO361_T1	C5-7	zstack_images	segmentation_masks
SARCO361_T1	G11-1	zstack_images	segmentation_masks
SARCO361_T1	E10-1	zstack_images	segmentation_masks
SARCO361_T1	F4-5	zstack_images	segmentation_masks
SARCO361_T1	F6-4	zstack_images	segmentation_masks
SARCO361_T1	F8-3	zstack_images	segmentation_masks
SARCO361_T1	E9-4	zstack_images	segmentation_masks
SARCO361_T1	E9-1	zstack_images	segmentation_masks
SARCO361_T1	E2-1	zstack_images	segmentation_masks
SARCO361_T1	C2-5	zstack_images	segmentation_masks
SARCO361_T1	E4-1	zstack_images	segmentation_masks
SARCO361_T1	E4-2	zstack_images	segmentation_masks
SARCO361_T1	D10-2	zstack_images	segmentation_masks
SARCO361_T1	D9-3	zstack_images	segmentation_masks
SARCO361_T1	C2-7	zstack_images	segmentation_masks
SARCO361_T1	G6-5	zstack_images	segmentation_masks
SARCO361_T1	E3-3	zstack_images	segmentation_masks
SARCO361_T1	E10-3	zstack_images	segmentation_masks
SARCO361_T1	C4-6	zstack_images	segmentation_masks
SARCO361_T1	D4-5	zstack_images	segmentation_masks
SARCO361_T1	G3-5	zstack_images	segmentation_masks
SARCO361_T1	F4-7	zstack_images	segmentation_masks
SARCO361_T1	D10-6	zstack_images	segmentation_masks
SARCO361_T1	G2-4	zstack_images	segmentation_masks
SARCO361_T1	D4-2	zstack_images	segmentation_masks
SARCO361_T1	D8-1	zstack_images	segmentation_masks
SARCO361_T1	F7-1	zstack_images	segmentation_masks
SARCO361_T1	E10-7	zstack_images	segmentation_masks
SARCO361_T1	F5-5	zstack_images	segmentation_masks
SARCO361_T1	D2-1	zstack_images	segmentation_masks
SARCO361_T1	G4-7	zstack_images	segmentation_masks
SARCO361_T1	F6-6	zstack_images	segmentation_masks
SARCO361_T1	C7-7	zstack_images	segmentation_masks
SARCO361_T1	F11-5	zstack_images	segmentation_masks
SARCO361_T1	C9-3	zstack_images	segmentation_masks
SARCO361_T1	D7-4	zstack_images	segmentation_masks
SARCO361_T1	E11-4	zstack_images	segmentation_masks
SARCO361_T1	C8-7	zstack_images	segmentation_masks
SARCO361_T1	G9-3	zstack_images	segmentation_masks
SARCO361_T1	D8-4	zstack_images	segmentation_masks
SARCO361_T1	F5-3	zstack_images	segmentation_masks
SARCO361_T1	C11-2	zstack_images	segmentation_masks
SARCO361_T1	D5-3	zstack_images	segmentation_masks
SARCO361_T1	D11-3	zstack_images	segmentation_masks
SARCO361_T1	C2-3	zstack_images	segmentation_masks
SARCO361_T1	F3-6	zstack_images	segmentation_masks
SARCO361_T1	C8-4	zstack_images	segmentation_masks
NF0037_T1-Z-1	F4-2	zstack_images	segmentation_masks
NF0037_T1-Z-1	F4-2	zstack_images	segmentation_masks
NF0037_T1-Z-1	F4-2	zstack_images	segmentation_masks_from_0_1um
NF0037_T1-Z-1	F4-3	zstack_images	segmentation_masks
NF0037_T1-Z-1	F4-3	zstack_images	segmentation_masks
NF0037_T1-Z-1	F4-3	zstack_images	segmentation_masks_from_0_1um
NF0037_T1-Z-0.5	F4-2	zstack_images	segmentation_masks
NF0037_T1-Z-0.5	F4-2	zstack_images	segmentation_masks
NF0037_T1-Z-0.5	F4-2	zstack_images	segmentation_masks_from_0_1um
NF0037_T1-Z-0.5	F4-3	zstack_images	segmentation_masks
NF0037_T1-Z-0.5	F4-3	zstack_images	segmentation_masks
NF0037_T1-Z-0.5	F4-3	zstack_images	segmentation_masks_from_0_1um
NF0037_T1-Z-0.2	F4-2	zstack_images	segmentation_masks
NF0037_T1-Z-0.2	F4-2	zstack_images	segmentation_masks
NF0037_T1-Z-0.2	F4-2	zstack_images	segmentation_masks_from_0_1um
NF0037_T1-Z-0.2	F4-3	zstack_images	segmentation_masks
NF0037_T1-Z-0.2	F4-3	zstack_images	segmentation_masks
NF0037_T1-Z-0.2	F4-3	zstack_images	segmentation_masks_from_0_1um
NF0037_T1-Z-0.1	F4-2	zstack_images	segmentation_masks
NF0037_T1-Z-0.1	F4-2	zstack_images	segmentation_masks
NF0037_T1-Z-0.1	F4-2	zstack_images	segmentation_masks_from_0_1um
NF0037_T1-Z-0.1	F4-3	zstack_images	segmentation_masks
